Rewards,[44.75014742 17.26701046 41.24022703  3.04313466]
Penalties,[ 6.27517732 30.15755115 26.96105075 21.521564  ]
defenderID,attackerID,Value(Defender payoff)
20,32,-23.917916086911013
21,32,-48.48261474672432
22,32,-48.48261474672432
23,32,19.7186630305577
24,32,-23.917916086911013
25,32,44.28336169037101
26,32,-23.917916086911013
27,32,19.7186630305577
28,32,44.28336169037101
29,32,-23.917916086911013
30,32,-48.48261474672432
31,32,19.7186630305577
32,32,44.28336169037101
33,0,0.6583861924442814
33,1,12.94073552235093
33,2,20.310145120294923
33,3,-8.606142938056134
33,4,20.310145120294923
33,5,20.310145120294923
33,6,0.6583861924442808
33,7,20.310145120294923
33,8,20.310145120294923
33,9,17.853675254313593
33,10,-3.232042656325184
33,11,-3.232042656325184
33,12,-3.232042656325184
33,13,-3.232042656325184
33,14,-3.232042656325184
33,15,-3.232042656325184
33,16,-23.917916086911013
33,17,-33.23622806431069
33,18,-33.23622806431069
33,19,-33.23622806431069
33,20,-33.23622806431069
33,21,-33.23622806431069
33,22,-33.23622806431069
33,23,10.991833142895253
33,24,20.310145120294926
33,25,-23.917916086911013
33,26,-3.232042656325184
33,27,-3.232042656325184
33,28,20.310145120294926
33,29,-9.694040287690576
33,30,-33.23622806431069
33,31,-23.917916086911013
33,32,-23.917916086911013
0,33,19.718663030557703
1,33,19.718663030557703
2,33,19.718663030557703
3,33,19.718663030557703
4,33,19.718663030557703
5,33,19.718663030557703
6,33,19.718663030557703
7,33,19.718663030557703
8,33,19.718663030557703
9,33,19.718663030557703
10,33,-23.917916086911013
11,33,-48.48261474672432
12,33,44.28336169037101
13,33,19.7186630305577
14,33,-23.917916086911013
15,33,-23.917916086911013
16,33,-23.917916086911013
17,33,-48.48261474672432
18,33,-48.48261474672432
19,33,-48.48261474672432
20,33,-23.917916086911013
21,33,-48.48261474672432
22,33,-48.48261474672432
23,33,-48.48261474672432
24,33,-23.917916086911013
25,33,-48.48261474672432
26,33,-23.917916086911013
27,33,-23.917916086911013
28,33,19.7186630305577
29,33,-23.917916086911013
30,33,-48.48261474672432
31,33,19.7186630305577
32,33,-48.48261474672432
33,33,-23.917916086911013
34,0,-4.254553539518381
34,1,-4.254553539518381
34,2,-4.254553539518381
34,3,-9.694040287690575
34,4,-4.254553539518381
34,5,-4.254553539518381
34,6,-4.254553539518381
34,7,-4.254553539518381
34,8,-4.254553539518381
34,9,-4.254553539518381
34,10,23.228583421088018
34,11,23.228583421088018
34,12,23.228583421088018
34,13,23.228583421088018
34,14,23.228583421088018
34,15,23.228583421088018
34,16,19.7186630305577
34,17,34.965049712971336
34,18,34.965049712971336
34,19,-33.23622806431069
34,20,-33.23622806431069
34,21,34.965049712971336
34,22,-33.23622806431069
34,23,10.991833142895253
34,24,-4.25455353951838
34,25,-48.48261474672432
34,26,23.228583421088018
34,27,23.228583421088018
34,28,-4.25455353951838
34,29,58.507237489591446
34,30,34.965049712971336
34,31,-48.48261474672432
34,32,-48.48261474672432
34,33,19.7186630305577
0,34,-4.254553539518381
1,34,-4.254553539518381
2,34,-51.67911514538183
3,34,-51.67911514538183
4,34,-4.254553539518381
5,34,-4.254553539518381
6,34,-18.481922021277416
7,34,-4.254553539518381
8,34,-4.254553539518381
9,34,-51.67911514538183
10,34,-27.114416485568526
11,34,-4.25455353951838
12,34,-27.114416485568526
13,34,-27.114416485568526
14,34,20.310145120294926
15,34,-4.25455353951838
16,34,-4.25455353951838
17,34,-4.25455353951838
18,34,-4.25455353951838
19,34,-4.25455353951838
20,34,-4.25455353951838
21,34,-4.25455353951838
22,34,-4.25455353951838
23,34,-4.25455353951838
24,34,-4.25455353951838
25,34,-4.25455353951838
26,34,-4.25455353951838
27,34,20.310145120294926
28,34,-27.114416485568526
29,34,-27.114416485568526
30,34,-4.25455353951838
31,34,-4.25455353951838
32,34,-4.25455353951838
33,34,-4.25455353951838
34,34,-4.25455353951838
35,0,6.082776638535891
35,1,-22.371960324982183
35,2,-27.114416485568533
35,3,-6.693621746892026
35,4,-27.114416485568533
35,5,-27.114416485568533
35,6,15.56768895970858
35,7,-27.114416485568533
35,8,-27.114416485568533
35,9,-22.371960324982183
35,10,-3.232042656325184
35,11,-3.232042656325184
35,12,-3.232042656325184
35,13,-3.232042656325184
35,14,-3.232042656325184
35,15,-3.232042656325184
35,16,-23.917916086911013
35,17,-33.23622806431069
35,18,-33.23622806431069
35,19,-33.23622806431069
35,20,-33.23622806431069
35,21,-33.23622806431069
35,22,-33.23622806431069
35,23,10.991833142895253
35,24,-27.114416485568526
35,25,-23.917916086911013
35,26,-3.232042656325184
35,27,-3.232042656325184
35,28,-27.114416485568526
35,29,-9.694040287690576
35,30,-33.23622806431069
35,31,-23.917916086911013
35,32,-23.917916086911013
35,33,-23.917916086911013
35,34,20.310145120294926
0,35,19.718663030557703
1,35,19.718663030557703
2,35,19.718663030557703
3,35,19.718663030557703
4,35,19.718663030557703
5,35,19.718663030557703
6,35,19.718663030557703
7,35,19.718663030557703
8,35,19.718663030557703
9,35,19.718663030557703
10,35,-23.917916086911013
11,35,-48.48261474672432
12,35,-23.917916086911013
13,35,19.7186630305577
14,35,-23.917916086911013
15,35,-23.917916086911013
16,35,-23.917916086911013
17,35,-48.48261474672432
18,35,-48.48261474672432
19,35,-23.917916086911013
20,35,-23.917916086911013
21,35,-48.48261474672432
22,35,-48.48261474672432
23,35,19.7186630305577
24,35,-23.917916086911013
25,35,44.28336169037101
26,35,-23.917916086911013
27,35,19.7186630305577
28,35,44.28336169037101
29,35,-23.917916086911013
30,35,-48.48261474672432
31,35,19.7186630305577
32,35,44.28336169037101
33,35,-23.917916086911013
34,35,-48.48261474672432
35,35,-23.917916086911013
36,0,-27.966834342450106
36,1,-46.93665898479549
36,2,-51.67911514538183
36,3,-8.606142938056138
36,4,-51.67911514538183
36,5,-51.67911514538183
36,6,-8.997009700104726
36,7,-51.67911514538183
36,8,-51.67911514538183
36,9,-51.67911514538183
36,10,23.228583421088018
36,11,23.228583421088018
36,12,23.228583421088018
36,13,23.228583421088018
36,14,23.228583421088018
36,15,23.228583421088018
36,16,19.7186630305577
36,17,85.99037445019783
36,18,85.99037445019783
36,19,34.965049712971336
36,20,34.965049712971336
36,21,85.99037445019783
36,22,34.965049712971336
36,23,-36.4327284629682
36,24,-51.67911514538183
36,25,19.7186630305577
36,26,23.228583421088018
36,27,23.228583421088018
36,28,-51.67911514538183
36,29,11.08267588372799
36,30,85.99037445019783
36,31,19.7186630305577
36,32,19.7186630305577
36,33,19.7186630305577
36,34,-4.25455353951838
36,35,19.7186630305577
0,36,19.718663030557703
1,36,19.718663030557703
2,36,19.718663030557703
3,36,19.718663030557703
4,36,19.718663030557703
5,36,19.718663030557703
6,36,19.718663030557703
7,36,19.718663030557703
8,36,19.718663030557703
9,36,19.718663030557703
10,36,-23.917916086911013
11,36,-48.48261474672432
12,36,-23.917916086911013
13,36,19.7186630305577
14,36,-23.917916086911013
15,36,-23.917916086911013
16,36,-23.917916086911013
17,36,-48.48261474672432
18,36,-48.48261474672432
19,36,-23.917916086911013
20,36,-23.917916086911013
21,36,-48.48261474672432
22,36,-48.48261474672432
23,36,19.7186630305577
24,36,-23.917916086911013
25,36,44.28336169037101
26,36,-23.917916086911013
27,36,19.7186630305577
28,36,44.28336169037101
29,36,-23.917916086911013
30,36,-48.48261474672432
31,36,19.7186630305577
32,36,44.28336169037101
33,36,-23.917916086911013
34,36,-48.48261474672432
35,36,-23.917916086911013
36,36,19.7186630305577
37,0,1.3403204779495455
37,1,-22.371960324982183
37,2,-27.114416485568533
37,3,-11.436077907478369
37,4,-27.114416485568533
37,5,-27.114416485568533
37,6,20.310145120294923
37,7,-27.114416485568533
37,8,-27.114416485568533
37,9,-17.629504164395836
37,10,-3.232042656325184
37,11,-3.232042656325184
37,12,-3.232042656325184
37,13,-3.232042656325184
37,14,-3.232042656325184
37,15,-3.232042656325184
37,16,-23.917916086911013
37,17,-33.23622806431069
37,18,-33.23622806431069
37,19,34.965049712971336
37,20,34.965049712971336
37,21,-33.23622806431069
37,22,34.965049712971336
37,23,-36.4327284629682
37,24,-27.114416485568526
37,25,-23.917916086911013
37,26,-3.232042656325184
37,27,-3.232042656325184
37,28,-27.114416485568526
37,29,-57.11860189355403
37,30,-33.23622806431069
37,31,-23.917916086911013
37,32,-23.917916086911013
37,33,-23.917916086911013
37,34,20.310145120294926
37,35,-23.917916086911013
37,36,-23.917916086911013
0,37,-27.796741316138487
1,37,-27.796741316138487
2,37,23.228583421088018
3,37,23.228583421088018
4,37,-27.796741316138487
5,37,-27.796741316138487
6,37,-12.489143894970539
7,37,-22.694208842415836
8,37,-27.796741316138487
9,37,23.228583421088018
10,37,-3.232042656325184
11,37,23.228583421088018
12,37,-3.232042656325184
13,37,-27.79674131613849
14,37,-3.232042656325184
15,37,-3.232042656325184
16,37,-3.232042656325184
17,37,23.228583421088018
18,37,23.228583421088018
19,37,-3.232042656325184
20,37,-3.232042656325184
21,37,23.228583421088018
22,37,23.228583421088018
23,37,23.228583421088018
24,37,-3.232042656325184
25,37,-3.232042656325184
26,37,-3.232042656325184
27,37,23.228583421088018
28,37,-3.232042656325184
29,37,-3.232042656325184
30,37,23.228583421088018
31,37,-27.79674131613849
32,37,-3.232042656325184
33,37,-3.232042656325184
34,37,23.228583421088018
35,37,-3.232042656325184
36,37,23.228583421088018
37,37,-3.232042656325184
38,0,-51.67911514538183
38,1,-51.67911514538183
38,2,-51.67911514538183
38,3,-1.469682322093974
38,4,-51.67911514538183
38,5,-51.67911514538183
38,6,-51.67911514538183
38,7,-51.67911514538183
38,8,-51.67911514538183
38,9,-51.67911514538183
38,10,23.228583421088018
38,11,23.228583421088018
38,12,23.228583421088018
38,13,23.228583421088018
38,14,23.228583421088018
38,15,23.228583421088018
38,16,19.7186630305577
38,17,85.99037445019783
38,18,85.99037445019783
38,19,17.78909667291582
38,20,17.78909667291582
38,21,85.99037445019783
38,22,17.78909667291582
38,23,14.592596274258309
38,24,-51.67911514538183
38,25,19.7186630305577
38,26,23.228583421088018
38,27,23.228583421088018
38,28,-51.67911514538183
38,29,11.08267588372799
38,30,85.99037445019783
38,31,19.7186630305577
38,32,19.7186630305577
38,33,19.7186630305577
38,34,-51.67911514538183
38,35,19.7186630305577
38,36,19.7186630305577
38,37,23.228583421088018
0,38,-4.254553539518381
1,38,-4.254553539518381
2,38,-51.67911514538183
3,38,-51.67911514538183
4,38,-4.254553539518381
5,38,-4.254553539518381
6,38,-23.224378181863763
7,38,-4.254553539518381
8,38,-4.254553539518381
9,38,-51.67911514538183
10,38,-3.232042656325184
11,38,-4.25455353951838
12,38,-3.232042656325184
13,38,-4.25455353951838
14,38,-3.232042656325184
15,38,-3.232042656325184
16,38,-3.232042656325184
17,38,-4.25455353951838
18,38,-4.25455353951838
19,38,-3.232042656325184
20,38,-3.232042656325184
21,38,-4.25455353951838
22,38,-4.25455353951838
23,38,-51.67911514538183
24,38,-3.232042656325184
25,38,-3.232042656325184
26,38,-3.232042656325184
27,38,-51.67911514538183
28,38,-3.232042656325184
29,38,-3.232042656325184
30,38,-4.25455353951838
31,38,-4.25455353951838
32,38,-3.232042656325184
33,38,-3.232042656325184
34,38,-4.25455353951838
35,38,-3.232042656325184
36,38,-51.67911514538183
37,38,-3.232042656325184
38,38,-51.67911514538183
39,0,-27.966834342450106
39,1,-51.67911514538183
39,2,-51.67911514538183
39,3,-13.348599098642477
39,4,-51.67911514538183
39,5,-51.67911514538183
39,6,-4.254553539518381
39,7,-51.67911514538183
39,8,-51.67911514538183
39,9,-51.67911514538183
39,10,23.228583421088018
39,11,23.228583421088018
39,12,23.228583421088018
39,13,23.228583421088018
39,14,23.228583421088018
39,15,23.228583421088018
39,16,-48.48261474672432
39,17,17.78909667291582
39,18,17.78909667291582
39,19,17.78909667291582
39,20,17.78909667291582
39,21,17.78909667291582
39,22,17.78909667291582
39,23,14.592596274258309
39,24,-51.67911514538183
39,25,19.7186630305577
39,26,23.228583421088018
39,27,23.228583421088018
39,28,-51.67911514538183
39,29,-57.11860189355403
39,30,17.78909667291582
39,31,19.7186630305577
39,32,19.7186630305577
39,33,-48.48261474672432
39,34,-4.25455353951838
39,35,19.7186630305577
39,36,19.7186630305577
39,37,23.228583421088018
39,38,-51.67911514538183
0,39,19.718663030557703
1,39,19.718663030557703
2,39,19.718663030557703
3,39,19.718663030557703
4,39,19.718663030557703
5,39,19.718663030557703
6,39,19.718663030557703
7,39,19.718663030557703
8,39,19.718663030557703
9,39,19.718663030557703
10,39,-23.917916086911013
11,39,-48.48261474672432
12,39,-23.917916086911013
13,39,19.7186630305577
14,39,-23.917916086911013
15,39,-23.917916086911013
16,39,-23.917916086911013
17,39,-48.48261474672432
18,39,-48.48261474672432
19,39,-23.917916086911013
20,39,-23.917916086911013
21,39,-48.48261474672432
22,39,-48.48261474672432
23,39,19.7186630305577
24,39,-23.917916086911013
25,39,44.28336169037101
26,39,-23.917916086911013
27,39,19.7186630305577
28,39,44.28336169037101
29,39,-23.917916086911013
30,39,-48.48261474672432
31,39,19.7186630305577
32,39,44.28336169037101
33,39,-23.917916086911013
34,39,-48.48261474672432
35,39,-23.917916086911013
36,39,19.7186630305577
37,39,-23.917916086911013
38,39,19.7186630305577
39,39,19.7186630305577
