defender rewards,defender penalties
[44.75014742 17.26701046 41.24022703  3.04313466],[ 6.27517732 30.15755115 26.96105075 21.521564  ]
iteration,action list,network estimate list,action chosen,opponent action
110,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06499645859003067, -0.06499645859003067, -0.06499645859003067]","[0, 1, 0, 0]","[0, 1, 1, 0]"
111,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06500637531280518, -0.06500637531280518]","[0, 0, 1, 0]","[0, 0, 1, 0]"
112,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06501632928848267, -0.06501632928848267, -0.06501632928848267, -0.06501632928848267]","[1, 0, 0, 0]","[0, 1, 1, 0]"
113,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06502636522054672, -0.06502636522054672, -0.06502636522054672]","[0, 1, 0, 0]","[0, 1, 1, 0]"
114,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06503625959157944, -0.06503625959157944]","[0, 0, 1, 0]","[0, 0, 1, 0]"
115,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.065046027302742, -0.065046027302742, -0.065046027302742, -0.065046027302742]","[1, 0, 0, 0]","[0, 1, 1, 0]"
116,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06505580246448517, -0.06505580246448517, -0.06505580246448517]","[0, 1, 0, 0]","[0, 1, 1, 0]"
117,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06506560742855072, -0.06506560742855072]","[0, 0, 1, 0]","[0, 0, 1, 0]"
118,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06507536768913269, -0.06507536768913269, -0.06507536768913269, -0.06507536768913269]","[1, 0, 0, 0]","[0, 1, 1, 0]"
119,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06508520990610123, -0.06508520990610123, -0.06508520990610123]","[0, 1, 0, 0]","[0, 1, 1, 0]"
120,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06509514898061752, -0.06509514898061752]","[0, 0, 1, 0]","[0, 0, 1, 0]"
121,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06510502845048904, -0.06510502845048904, -0.06510502845048904, -0.06510502845048904]","[1, 0, 0, 0]","[0, 1, 1, 0]"
122,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06511485576629639, -0.06511485576629639, -0.06511485576629639]","[0, 1, 0, 0]","[0, 1, 1, 0]"
123,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06512461602687836, -0.06512461602687836]","[0, 0, 1, 0]","[0, 0, 1, 0]"
124,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06513457000255585, -0.06513457000255585, -0.06513457000255585, -0.06513457000255585]","[1, 0, 0, 0]","[0, 1, 1, 0]"
125,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06514446437358856, -0.06514446437358856, -0.06514446437358856]","[0, 1, 0, 0]","[0, 1, 1, 0]"
126,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06515440344810486, -0.06515440344810486]","[0, 0, 1, 0]","[0, 0, 1, 0]"
127,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0651644766330719, -0.0651644766330719, -0.0651644766330719, -0.0651644766330719]","[1, 0, 0, 0]","[0, 1, 1, 0]"
128,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06517461687326431, -0.06517461687326431, -0.06517461687326431]","[0, 1, 0, 0]","[0, 1, 1, 0]"
129,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06518460065126419, -0.06518460065126419]","[0, 0, 1, 0]","[0, 0, 1, 0]"
130,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06519444286823273, -0.06519444286823273, -0.06519444286823273, -0.06519444286823273]","[1, 0, 0, 0]","[0, 1, 1, 0]"
131,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06520435959100723, -0.06520435959100723, -0.06520435959100723]","[0, 1, 0, 0]","[0, 1, 1, 0]"
132,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06521429121494293, -0.06521429121494293]","[0, 0, 1, 0]","[0, 0, 1, 0]"
133,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06522414088249207, -0.06522414088249207, -0.06522414088249207, -0.06522414088249207]","[1, 0, 0, 0]","[0, 1, 1, 0]"
134,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06523413211107254, -0.06523413211107254, -0.06523413211107254]","[0, 1, 0, 0]","[0, 1, 1, 0]"
135,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06524430215358734, -0.06524430215358734]","[0, 0, 1, 0]","[0, 0, 1, 0]"
136,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06525445729494095, -0.06525445729494095, -0.06525445729494095, -0.06525445729494095]","[1, 0, 0, 0]","[0, 1, 1, 0]"
137,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06526440382003784, -0.06526440382003784, -0.06526440382003784]","[0, 1, 0, 0]","[0, 1, 1, 0]"
138,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06527434289455414, -0.06527434289455414]","[0, 0, 1, 0]","[0, 0, 1, 0]"
139,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06528428941965103, -0.06528428941965103, -0.06528428941965103, -0.06528428941965103]","[1, 0, 0, 0]","[0, 1, 1, 0]"
140,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06529414653778076, -0.06529414653778076, -0.06529414653778076]","[0, 1, 0, 0]","[0, 1, 1, 0]"
141,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06530390679836273, -0.06530390679836273]","[0, 0, 1, 0]","[0, 0, 1, 0]"
142,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06531374901533127, -0.06531374901533127, -0.06531374901533127, -0.06531374901533127]","[1, 0, 0, 0]","[0, 1, 1, 0]"
143,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06532344222068787, -0.06532344222068787, -0.06532344222068787]","[0, 1, 0, 0]","[0, 1, 1, 0]"
144,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06533319503068924, -0.06533319503068924]","[0, 0, 1, 0]","[0, 0, 1, 0]"
145,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06534312665462494, -0.06534312665462494, -0.06534312665462494, -0.06534312665462494]","[1, 0, 0, 0]","[0, 1, 1, 0]"
146,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06535295397043228, -0.06535295397043228, -0.06535295397043228]","[0, 1, 0, 0]","[0, 1, 1, 0]"
147,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06536278128623962, -0.06536278128623962]","[0, 0, 1, 0]","[0, 0, 1, 0]"
148,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0653727799654007, -0.0653727799654007, -0.0653727799654007, -0.0653727799654007]","[1, 0, 0, 0]","[0, 1, 1, 0]"
149,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06538283824920654, -0.06538283824920654, -0.06538283824920654]","[0, 1, 0, 0]","[0, 1, 1, 0]"
150,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06539276987314224, -0.06539276987314224]","[0, 0, 1, 0]","[0, 0, 1, 0]"
151,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06540285795927048, -0.06540285795927048, -0.06540285795927048, -0.06540285795927048]","[1, 0, 0, 0]","[0, 1, 1, 0]"
152,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06541289389133453, -0.06541289389133453, -0.06541289389133453]","[0, 1, 0, 0]","[0, 1, 1, 0]"
153,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06542288511991501, -0.06542288511991501]","[0, 0, 1, 0]","[0, 0, 1, 0]"
154,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06543273478746414, -0.06543273478746414, -0.06543273478746414, -0.06543273478746414]","[1, 0, 0, 0]","[0, 1, 1, 0]"
155,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06544265896081924, -0.06544265896081924, -0.06544265896081924]","[0, 1, 0, 0]","[0, 1, 1, 0]"
156,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06545265018939972, -0.06545265018939972]","[0, 0, 1, 0]","[0, 0, 1, 0]"
157,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06546256691217422, -0.06546256691217422, -0.06546256691217422, -0.06546256691217422]","[1, 0, 0, 0]","[0, 1, 1, 0]"
158,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06547260284423828, -0.06547260284423828, -0.06547260284423828]","[0, 1, 0, 0]","[0, 1, 1, 0]"
159,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06548246741294861, -0.06548246741294861]","[0, 0, 1, 0]","[0, 0, 1, 0]"
160,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06549227237701416, -0.06549227237701416, -0.06549227237701416, -0.06549227237701416]","[1, 0, 0, 0]","[0, 1, 1, 0]"
161,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06550213694572449, -0.06550213694572449, -0.06550213694572449]","[0, 1, 0, 0]","[0, 1, 1, 0]"
162,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06551212072372437, -0.06551212072372437]","[0, 0, 1, 0]","[0, 0, 1, 0]"
163,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06552198529243469, -0.06552198529243469, -0.06552198529243469, -0.06552198529243469]","[1, 0, 0, 0]","[0, 1, 1, 0]"
164,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06553192436695099, -0.06553192436695099, -0.06553192436695099]","[0, 1, 0, 0]","[0, 1, 1, 0]"
165,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06554172188043594, -0.06554172188043594]","[0, 0, 1, 0]","[0, 0, 1, 0]"
166,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06555134803056717, -0.06555134803056717, -0.06555134803056717, -0.06555134803056717]","[1, 0, 0, 0]","[0, 1, 1, 0]"
167,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06556086987257004, -0.06556086987257004, -0.06556086987257004]","[0, 1, 0, 0]","[0, 1, 1, 0]"
168,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06557037681341171, -0.06557037681341171]","[0, 0, 1, 0]","[0, 0, 1, 0]"
169,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06558001786470413, -0.06558001786470413, -0.06558001786470413, -0.06558001786470413]","[1, 0, 0, 0]","[0, 1, 1, 0]"
170,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06558975577354431, -0.06558975577354431, -0.06558975577354431]","[0, 1, 0, 0]","[0, 1, 1, 0]"
171,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06559938192367554, -0.06559938192367554]","[0, 0, 1, 0]","[0, 0, 1, 0]"
172,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06560917943716049, -0.06560917943716049, -0.06560917943716049, -0.06560917943716049]","[1, 0, 0, 0]","[0, 1, 1, 0]"
173,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0656188577413559, -0.0656188577413559, -0.0656188577413559]","[0, 1, 0, 0]","[0, 1, 1, 0]"
174,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06562890112400055, -0.06562890112400055]","[0, 0, 1, 0]","[0, 0, 1, 0]"
175,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06563887000083923, -0.06563887000083923, -0.06563887000083923, -0.06563887000083923]","[1, 0, 0, 0]","[0, 1, 1, 0]"
176,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06564875692129135, -0.06564875692129135, -0.06564875692129135]","[0, 1, 0, 0]","[0, 1, 1, 0]"
177,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06565876305103302, -0.06565876305103302]","[0, 0, 1, 0]","[0, 0, 1, 0]"
178,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06566867232322693, -0.06566867232322693, -0.06566867232322693, -0.06566867232322693]","[1, 0, 0, 0]","[0, 1, 1, 0]"
179,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06567844748497009, -0.06567844748497009, -0.06567844748497009]","[0, 1, 0, 0]","[0, 1, 1, 0]"
180,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06568820774555206, -0.06568820774555206]","[0, 0, 1, 0]","[0, 0, 1, 0]"
181,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06569812446832657, -0.06569812446832657, -0.06569812446832657, -0.06569812446832657]","[1, 0, 0, 0]","[0, 1, 1, 0]"
182,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06570808589458466, -0.06570808589458466, -0.06570808589458466]","[0, 1, 0, 0]","[0, 1, 1, 0]"
183,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06571793556213379, -0.06571793556213379]","[0, 0, 1, 0]","[0, 0, 1, 0]"
184,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06572785973548889, -0.06572785973548889, -0.06572785973548889, -0.06572785973548889]","[1, 0, 0, 0]","[0, 1, 1, 0]"
185,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06573767215013504, -0.06573767215013504, -0.06573767215013504]","[0, 1, 0, 0]","[0, 1, 1, 0]"
186,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06574761867523193, -0.06574761867523193]","[0, 0, 1, 0]","[0, 0, 1, 0]"
187,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0657573938369751, -0.0657573938369751, -0.0657573938369751, -0.0657573938369751]","[1, 0, 0, 0]","[0, 1, 1, 0]"
188,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06576725840568542, -0.06576725840568542, -0.06576725840568542]","[0, 1, 0, 0]","[0, 1, 1, 0]"
189,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06577737629413605, -0.06577737629413605]","[0, 0, 1, 0]","[0, 0, 1, 0]"
190,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06578761339187622, -0.06578761339187622, -0.06578761339187622, -0.06578761339187622]","[1, 0, 0, 0]","[0, 1, 1, 0]"
191,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06579762697219849, -0.06579762697219849, -0.06579762697219849]","[0, 1, 0, 0]","[0, 1, 1, 0]"
192,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06580746918916702, -0.06580746918916702]","[0, 0, 1, 0]","[0, 0, 1, 0]"
193,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06581728160381317, -0.06581728160381317, -0.06581728160381317, -0.06581728160381317]","[1, 0, 0, 0]","[0, 1, 1, 0]"
194,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06582710146903992, -0.06582710146903992, -0.06582710146903992]","[0, 1, 0, 0]","[0, 1, 1, 0]"
195,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06583697348833084, -0.06583697348833084]","[0, 0, 1, 0]","[0, 0, 1, 0]"
196,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06584694236516953, -0.06584694236516953, -0.06584694236516953, -0.06584694236516953]","[1, 0, 0, 0]","[0, 1, 1, 0]"
197,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06585682183504105, -0.06585682183504105, -0.06585682183504105]","[0, 1, 0, 0]","[0, 1, 1, 0]"
198,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0658668801188469, -0.0658668801188469]","[0, 0, 1, 0]","[0, 0, 1, 0]"
199,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0658770352602005, -0.0658770352602005, -0.0658770352602005, -0.0658770352602005]","[1, 0, 0, 0]","[0, 1, 1, 0]"
200,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06588716059923172, -0.06588716059923172, -0.06588716059923172]","[0, 1, 0, 0]","[0, 1, 1, 0]"
201,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06589733064174652, -0.06589733064174652]","[0, 0, 1, 0]","[0, 0, 1, 0]"
202,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06590741872787476, -0.06590741872787476, -0.06590741872787476, -0.06590741872787476]","[1, 0, 0, 0]","[0, 1, 1, 0]"
203,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06591740250587463, -0.06591740250587463, -0.06591740250587463]","[0, 1, 0, 0]","[0, 1, 1, 0]"
204,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06592755019664764, -0.06592755019664764]","[0, 0, 1, 0]","[0, 0, 1, 0]"
205,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06593778729438782, -0.06593778729438782, -0.06593778729438782, -0.06593778729438782]","[1, 0, 0, 0]","[0, 1, 1, 0]"
206,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06594792753458023, -0.06594792753458023, -0.06594792753458023]","[0, 1, 0, 0]","[0, 1, 1, 0]"
207,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06595796346664429, -0.06595796346664429]","[0, 0, 1, 0]","[0, 0, 1, 0]"
208,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06596768647432327, -0.06596768647432327, -0.06596768647432327, -0.06596768647432327]","[1, 0, 0, 0]","[0, 1, 1, 0]"
209,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06597749888896942, -0.06597749888896942, -0.06597749888896942]","[0, 1, 0, 0]","[0, 1, 1, 0]"
210,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06598718464374542, -0.06598718464374542]","[0, 0, 1, 0]","[0, 0, 1, 0]"
211,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0659969374537468, -0.0659969374537468, -0.0659969374537468, -0.0659969374537468]","[1, 0, 0, 0]","[0, 1, 1, 0]"
212,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06600667536258698, -0.06600667536258698, -0.06600667536258698]","[0, 1, 0, 0]","[0, 1, 1, 0]"
213,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06601662933826447, -0.06601662933826447]","[0, 0, 1, 0]","[0, 0, 1, 0]"
214,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0660264864563942, -0.0660264864563942, -0.0660264864563942, -0.0660264864563942]","[1, 0, 0, 0]","[0, 1, 1, 0]"
215,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06603634357452393, -0.06603634357452393, -0.06603634357452393]","[0, 1, 0, 0]","[0, 1, 1, 0]"
216,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06604630500078201, -0.06604630500078201]","[0, 0, 1, 0]","[0, 0, 1, 0]"
217,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06605622172355652, -0.06605622172355652, -0.06605622172355652, -0.06605622172355652]","[1, 0, 0, 0]","[0, 1, 1, 0]"
218,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06606613099575043, -0.06606613099575043, -0.06606613099575043]","[0, 1, 0, 0]","[0, 1, 1, 0]"
219,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06607582420110703, -0.06607582420110703]","[0, 0, 1, 0]","[0, 0, 1, 0]"
220,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06608576327562332, -0.06608576327562332, -0.06608576327562332, -0.06608576327562332]","[1, 0, 0, 0]","[0, 1, 1, 0]"
221,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06609589606523514, -0.06609589606523514, -0.06609589606523514]","[0, 1, 0, 0]","[0, 1, 1, 0]"
222,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06610612571239471, -0.06610612571239471]","[0, 0, 1, 0]","[0, 0, 1, 0]"
223,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06611628830432892, -0.06611628830432892, -0.06611628830432892, -0.06611628830432892]","[1, 0, 0, 0]","[0, 1, 1, 0]"
224,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06612662225961685, -0.06612662225961685, -0.06612662225961685]","[0, 1, 0, 0]","[0, 1, 1, 0]"
225,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06613682210445404, -0.06613682210445404]","[0, 0, 1, 0]","[0, 0, 1, 0]"
226,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06614726036787033, -0.06614726036787033, -0.06614726036787033, -0.06614726036787033]","[1, 0, 0, 0]","[0, 1, 1, 0]"
227,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06615766137838364, -0.06615766137838364, -0.06615766137838364]","[0, 1, 0, 0]","[0, 1, 1, 0]"
228,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06616821140050888, -0.06616821140050888]","[0, 0, 1, 0]","[0, 0, 1, 0]"
229,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06617867946624756, -0.06617867946624756, -0.06617867946624756, -0.06617867946624756]","[1, 0, 0, 0]","[0, 1, 1, 0]"
230,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06618920713663101, -0.06618920713663101, -0.06618920713663101]","[0, 1, 0, 0]","[0, 1, 1, 0]"
231,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0661996379494667, -0.0661996379494667]","[0, 0, 1, 0]","[0, 0, 1, 0]"
232,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06620991975069046, -0.06620991975069046, -0.06620991975069046, -0.06620991975069046]","[1, 0, 0, 0]","[0, 1, 1, 0]"
233,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06621997058391571, -0.06621997058391571, -0.06621997058391571]","[0, 1, 0, 0]","[0, 1, 1, 0]"
234,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06623002141714096, -0.06623002141714096]","[0, 0, 1, 0]","[0, 0, 1, 0]"
235,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06623993813991547, -0.06623993813991547, -0.06623993813991547, -0.06623993813991547]","[1, 0, 0, 0]","[0, 1, 1, 0]"
236,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06624995172023773, -0.06624995172023773, -0.06624995172023773]","[0, 1, 0, 0]","[0, 1, 1, 0]"
237,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06625986099243164, -0.06625986099243164]","[0, 0, 1, 0]","[0, 0, 1, 0]"
238,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06626957654953003, -0.06626957654953003, -0.06626957654953003, -0.06626957654953003]","[1, 0, 0, 0]","[0, 1, 1, 0]"
239,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06627940386533737, -0.06627940386533737, -0.06627940386533737]","[0, 1, 0, 0]","[0, 1, 1, 0]"
240,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.066289022564888, -0.066289022564888]","[0, 0, 1, 0]","[0, 0, 1, 0]"
241,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06629868596792221, -0.06629868596792221, -0.06629868596792221, -0.06629868596792221]","[1, 0, 0, 0]","[0, 1, 1, 0]"
242,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0663086473941803, -0.0663086473941803, -0.0663086473941803]","[0, 1, 0, 0]","[0, 1, 1, 0]"
243,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06631851196289062, -0.06631851196289062]","[0, 0, 1, 0]","[0, 0, 1, 0]"
244,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06632847338914871, -0.06632847338914871, -0.06632847338914871, -0.06632847338914871]","[1, 0, 0, 0]","[0, 1, 1, 0]"
245,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06633828580379486, -0.06633828580379486, -0.06633828580379486]","[0, 1, 0, 0]","[0, 1, 1, 0]"
246,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06634820252656937, -0.06634820252656937]","[0, 0, 1, 0]","[0, 0, 1, 0]"
